"","OBJECTID","n_export","precip_variability","population","pigs","cattle","flash_flow","average_flow","percent_no_sanitation","proportion_urban"
"169","GBR00006",9666.16015625,30.4479013582009,31655.9296875,8.15777431975346,1590.77843453417,0,0,0.878557801246643,1
"170","GBR00007",83920.734375,19.4092065730215,71519.3828125,0,1468.96334534518,0.496555238962174,34.0214996337891,0.878557801246643,1
"171","GBR00008",43288.0390625,17.8680102334133,9208.9716796875,259.012887592518,2126.9894221232,0.570190846920013,52.3942680358887,0.878557801246643,0
"172","GBR00009",7155.2822265625,33.6636514887794,272.426330566406,41.3598264499235,325.588393378318,0,0,0.878557801246643,0
"173","GHA00002",3083.51586914062,62.38979600988,29379.76953125,363.539498691692,197.865470287932,0.320768684148788,117.233657836914,87.4719390869141,0
"174","GHA00003",4125.287109375,89.2273643688781,1501.21203613281,14.2673933282129,550.826404149299,0.246022075414658,113.983192443848,87.4719390869141,0
"175","GTM00001",6457.2705078125,86.3100246835914,3182.40087890625,527.99295039224,2213.53305110858,0.383750766515732,35.6681137084961,35.6841278076172,0
"176","GTM00002",5701.65283203125,101.603405643962,111006.21875,4233.31414197113,8990.49085645256,0.372197270393372,7.74565410614014,35.6841278076172,0.930000007152557
"177","GTM00003",5117.943359375,89.3089831715851,35419.51953125,6747.4026007227,1980.32520277343,0.408931404352188,2.2949230670929,35.6841278076172,0.0900000035762787
"178","GTM00004",3644.23608398438,79.6708357612829,20065.748046875,2163.01902350008,1006.50050894504,0.437176465988159,4.27792310714722,35.6841278076172,0
"179","HUN00001",61514.6171875,29.0204179681806,44167.55859375,1946.45053865409,529.717176496032,0.386467754840851,22.97926902771,1.98082733154297,0.689999997615814
"180","HUN00002",39241.78515625,24.9181003209956,37421.0390625,516.137475866143,444.076039944211,0.937805831432342,2305.271484375,1.98082733154297,1
"181","HUN00004",31561,28.0347386674566,0,0,0,0.387589603662491,19.9393081665039,1.98082733154297,0
"182","IDN00002",7111.3173828125,66.2143910156073,2255277.75,0,0,0.324162036180496,5.37973070144653,44.7603530883789,0.85897433757782
"183","IDN00003",18898.9296875,66.2143910156073,2255277.75,0,0,0.324162036180496,5.37973070144653,44.7603530883789,0.85897433757782
