"","OBJECTID","n_export","precip_variability","population","depth_to_groundwater","cattle","average_flow","percent_no_sanitation","clay_percent","flash_flow","sand_percent","pigs","proportion_urban"
"554",554,92.7857666015625,135.131500244141,320662.71875,10,461.657865729938,0.00180769234430045,31.0541248321533,21,0.18503937125206,36,4113.06425467622,1
"555",555,1738.40734863281,102.754364013672,9094.10546875,194,2165.68440403298,0,31.0541248321533,16,0,36,8268.77548630363,0
"556",556,3975.67626953125,143.340805053711,50229.46484375,155,214.831007377943,0.00165384623687714,31.0541248321533,18,0.19815668463707,44,34795.1257392963,0
"557",557,16.5996570587158,97.8026809692383,18252.2109375,149,419.743681346201,50.167423248291,31.0541248321533,18,0.584529995918274,39,4490.69812135553,0
"558",558,0.0147127872332931,108.573196411133,0,191,7.74112606649595,0.00576923089101911,31.0541248321533,26,0.129310339689255,39,0.162929821110115,0
"559",559,4773.36279296875,100.571929931641,22512.51171875,203,3479.98327044203,0.00707692326977849,31.0541248321533,19,0.165022417902946,52,23079.4198662504,0
"560",560,67.6821060180664,124.556465148926,439790.0625,23,1254.4285447872,0.00915384571999311,31.0541248321533,22,0.233333319425583,40,3901.11408031534,1
"561",561,3205.46313476562,126.104682922363,42617.828125,9,6652.18266959881,0.0103461537510157,31.0541248321533,22,0.224728479981422,44,56421.901916366,0
"562",562,76.2434463500977,144.342864990234,90865.6796875,8,20323.7043479387,0.00169230776373297,31.0541248321533,18,0.243093937635422,43,4587.85594972811,1
"563",563,74.7057342529297,126.78931427002,138067.375,64,3962.6612481049,0.00526923080906272,31.0541248321533,21,0.209160313010216,39,36706.829395139,1
"564",564,151.342330932617,143.631576538086,96603.171875,22,824.37333036525,0.0020000000949949,31.0541248321533,18,0.213991776108742,43,6361.98220844299,1
"565",565,3403.37451171875,143.487808227539,96603.171875,439,746.702682240894,0.489923089742661,31.0541248321533,20,0.223105773329735,37,6592.96784357189,1
"566",566,2121.78442382812,132.714263916016,20522.626953125,7,7310.02696347061,0.00196153856813908,31.0541248321533,22,0.155015200376511,37,15177.6087979874,1
